   204/299      6.9G   0.02904   0.01591   0.01211   0.05706        42       640    0.7476     0.899    0.8881    0.6362   0.01255  0.004823 0.0005909
   205/299      6.9G   0.02841   0.01579   0.01116   0.05536        22       640    0.7397    0.8977    0.8884    0.6378   0.01252  0.004817 0.0005872
   206/299      6.9G   0.02924   0.01555   0.01222   0.05702        27       640    0.7339    0.8938    0.8861    0.6385    0.0125  0.004812 0.0005815
   207/299      6.9G   0.02893   0.01575   0.01102   0.05571        28       640     0.734    0.8938    0.8859    0.6401   0.01249  0.004806 0.0005763
   208/299      6.9G    0.0287   0.01556   0.01035   0.05461        40       640    0.7341    0.8953    0.8861    0.6383   0.01249  0.004802 0.0005734
   209/299      6.9G   0.02872   0.01586   0.01127   0.05586        38       640    0.7376    0.8959    0.8901    0.6385   0.01249  0.004795 0.0005722
   210/299      6.9G   0.02835   0.01568   0.01129   0.05532        21       640    0.7362     0.897    0.8905    0.6404   0.01248  0.004795 0.0005666
   211/299      6.9G   0.02776   0.01579   0.01031   0.05387        24       640     0.741    0.9054    0.8908    0.6413   0.01246  0.004792 0.0005598
   212/299      6.9G    0.0276   0.01581   0.01098   0.05439        38       640    0.7409    0.9052    0.8901    0.6407   0.01244  0.004791 0.0005542
   213/299      6.9G   0.02806   0.01575   0.01154   0.05536        29       640    0.7415    0.9097    0.8895    0.6409   0.01241  0.004787 0.0005509
   214/299      6.9G   0.02804   0.01551   0.01049   0.05403        51       640    0.7423    0.9111    0.8894     0.641   0.01239  0.004782 0.0005467
   215/299      6.9G   0.02888   0.01549   0.01214   0.05651        23       640    0.7391    0.9076    0.8889    0.6418   0.01237  0.004779 0.0005427
   216/299      6.9G    0.0283   0.01585   0.01159   0.05574        26       640    0.7395    0.9091    0.8896    0.6428   0.01236  0.004775 0.0005355
   217/299      6.9G    0.0281   0.01558   0.01095   0.05464        23       640    0.7382    0.9108    0.8891    0.6428   0.01234  0.004769 0.0005319
   218/299      6.9G   0.02774   0.01543   0.01041   0.05357        49       640    0.7384    0.9151    0.8915    0.6424   0.01233  0.004767 0.0005263
   219/299      6.9G    0.0282   0.01591   0.01109   0.05521        33       640    0.7415    0.9181    0.8915    0.6431   0.01231  0.004761 0.0005225
   220/299      6.9G   0.02784    0.0156   0.01092   0.05436        21       640    0.7409     0.917    0.8927    0.6437    0.0123  0.004752 0.0005176
   221/299      6.9G   0.02759   0.01546    0.0104   0.05345        31       640    0.7401    0.9181    0.8926    0.6434   0.01228  0.004748 0.0005134
   222/299      6.9G   0.02727   0.01555   0.01078    0.0536        27       640    0.7366    0.9162    0.8906    0.6433   0.01224  0.004743 0.0005093
   223/299      6.9G   0.02799   0.01539   0.01024   0.05362        33       640     0.736    0.9155    0.8907    0.6437   0.01221  0.004736 0.0005047
   224/299      6.9G   0.02768   0.01588   0.01044     0.054        51       640     0.738    0.9209    0.8919    0.6452   0.01218  0.004733 0.0005002
   225/299      6.9G   0.02743   0.01592   0.01047   0.05383        28       640    0.7405    0.9199     0.893    0.6452   0.01215  0.004728  0.000495
   226/299      6.9G   0.02789   0.01522   0.01037   0.05348        29       640    0.7403     0.919    0.8923    0.6454   0.01214  0.004724 0.0004913
   227/299      6.9G   0.02812   0.01546   0.01096   0.05455        33       640    0.7429    0.9198    0.8926    0.6459   0.01212   0.00472 0.0004859
   228/299      6.9G   0.02762   0.01556   0.01044   0.05362        26       640     0.742    0.9203    0.8932    0.6446    0.0121  0.004712  0.000481
   229/299      6.9G   0.02747   0.01567   0.01023   0.05337        19       640    0.7428    0.9203     0.894    0.6463   0.01208  0.004707 0.0004774
   230/299      6.9G   0.02769   0.01499   0.01055   0.05323        40       640    0.7412    0.9182    0.8941    0.6475   0.01206  0.004702 0.0004725
   231/299      6.9G   0.02764   0.01525    0.0103   0.05319        25       640    0.7416    0.9211    0.8947    0.6482   0.01203    0.0047 0.0004683
   232/299      6.9G    0.0276   0.01542   0.01039   0.05341        31       640    0.7425    0.9189    0.8947    0.6484   0.01201  0.004696 0.0004647
   233/299      6.9G   0.02766   0.01538   0.01055   0.05358        33       640    0.7438     0.921    0.8956    0.6499     0.012  0.004692 0.0004625
   234/299      6.9G   0.02688   0.01508  0.009891   0.05184        22       640    0.7394    0.9219    0.8951    0.6508   0.01198  0.004688 0.0004588
   235/299      6.9G   0.02716   0.01501   0.01008   0.05226        25       640    0.7426    0.9229    0.8954    0.6519   0.01196  0.004684 0.0004563
   236/299      6.9G   0.02713   0.01522  0.009839   0.05219        33       640     0.741    0.9256    0.8966    0.6536   0.01195   0.00468 0.0004538
   237/299      6.9G   0.02792   0.01544   0.01027   0.05363        43       640    0.7383    0.9282    0.8963    0.6532   0.01193  0.004676 0.0004515
   238/299      6.9G   0.02709   0.01514   0.01045   0.05268        21       640    0.7383    0.9297    0.8969    0.6545   0.01191  0.004673 0.0004488
   239/299      6.9G   0.02823   0.01539   0.01022   0.05385        39       640    0.7393    0.9296    0.8972    0.6551   0.01189  0.004668 0.0004455
   240/299      6.9G   0.02657   0.01504  0.009453   0.05107        45       640      0.74    0.9301    0.8973    0.6553   0.01187  0.004664 0.0004416
   241/299      6.9G   0.02757    0.0152   0.00988   0.05265        26       640     0.739    0.9309    0.8977    0.6554   0.01186  0.004659 0.0004386
   242/299      6.9G   0.02688   0.01508   0.01086   0.05283        37       640    0.7382    0.9314    0.8976    0.6561   0.01185  0.004655  0.000436
   243/299      6.9G   0.02686   0.01507   0.01002   0.05195        22       640    0.7394      0.93    0.8982    0.6563   0.01184  0.004652 0.0004334
   244/299      6.9G   0.02696   0.01555  0.009889    0.0524        16       640    0.7409    0.9299    0.8985    0.6572   0.01183  0.004649 0.0004309
   245/299      6.9G    0.0271   0.01521  0.009653   0.05197        44       640    0.7423    0.9305    0.8989    0.6572   0.01182  0.004646 0.0004277
   246/299      6.9G   0.02673   0.01506   0.01017   0.05196        29       640    0.7435    0.9312    0.8994    0.6588   0.01181  0.004644 0.0004248
   247/299      6.9G   0.02655     0.015  0.009706   0.05125        25       640    0.7454    0.9318    0.8999    0.6603    0.0118  0.004639 0.0004219
   248/299      6.9G   0.02712   0.01501  0.009467    0.0516        33       640    0.7464    0.9343    0.9012    0.6618    0.0118  0.004635 0.0004195
   249/299      6.9G   0.02676   0.01501   0.00885   0.05062        16       640    0.7465    0.9352    0.9014    0.6618   0.01179  0.004631 0.0004165
   250/299      6.9G   0.02663   0.01478  0.009801   0.05121        17       640    0.7471    0.9345    0.9015    0.6625   0.01179  0.004628 0.0004142
   251/299      6.9G   0.02661   0.01511  0.009378   0.05109        32       640    0.7476    0.9351    0.9019    0.6623   0.01178  0.004624 0.0004118
   252/299      6.9G   0.02668   0.01447    0.0101   0.05125        24       640    0.7487    0.9351    0.9027    0.6633   0.01177  0.004619 0.0004098
   253/299      6.9G    0.0265   0.01488  0.009932   0.05131        41       640     0.749    0.9379    0.9032    0.6623   0.01177  0.004615 0.0004076
   254/299      6.9G   0.02675   0.01487  0.008831   0.05045        28       640    0.7487    0.9378    0.9033    0.6634   0.01176  0.004611 0.0004047
   255/299      6.9G    0.0264   0.01506  0.008931   0.05039        51       640    0.7488    0.9376    0.9038    0.6639   0.01175  0.004606 0.0004015
   256/299      6.9G   0.02648   0.01493   0.01004   0.05145        44       640    0.7492     0.938     0.904    0.6651   0.01174  0.004602 0.0003996
   257/299      6.9G   0.02636   0.01489  0.009925   0.05117        30       640    0.7491    0.9379    0.9045    0.6653   0.01173  0.004597  0.000398
   258/299      6.9G   0.02721    0.0151   0.01034   0.05265        41       640    0.7513    0.9373     0.905    0.6651   0.01172  0.004594 0.0003964
   259/299      6.9G   0.02645   0.01501  0.009848   0.05131        42       640    0.7507    0.9375    0.9054    0.6658   0.01172   0.00459 0.0003945
   260/299      6.9G   0.02619   0.01452  0.009433   0.05014        22       640    0.7506     0.938    0.9057    0.6664   0.01171  0.004586 0.0003919
   261/299      6.9G   0.02674   0.01498  0.009629   0.05135        33       640    0.7501     0.938     0.906     0.667    0.0117  0.004581 0.0003896
   262/299      6.9G   0.02623   0.01523  0.009634   0.05109        32       640     0.752    0.9398    0.9061    0.6675   0.01168  0.004577 0.0003877
   263/299      6.9G   0.02645   0.01525  0.009424   0.05112        35       640     0.752    0.9399    0.9064    0.6685   0.01167  0.004574 0.0003865
   264/299      6.9G   0.02671   0.01546  0.009422    0.0516        36       640    0.7516    0.9399    0.9067    0.6687   0.01166   0.00457 0.0003846
   265/299      6.9G   0.02599   0.01478  0.008778   0.04955        33       640    0.7528    0.9399    0.9073    0.6697   0.01165  0.004566 0.0003827
   266/299      6.9G   0.02616   0.01512  0.009356   0.05063        35       640    0.7538    0.9399    0.9075      0.67   0.01164  0.004561 0.0003803
   267/299      6.9G    0.0264   0.01507  0.009176   0.05064        32       640    0.7532    0.9398    0.9073    0.6704   0.01163  0.004557 0.0003784
   268/299      6.9G   0.02676   0.01479  0.008945   0.05049        28       640    0.7503     0.938    0.9068    0.6707   0.01162  0.004553 0.0003767
   269/299      6.9G   0.02635   0.01525  0.009937   0.05154        49       640    0.7506    0.9381    0.9072    0.6717   0.01161  0.004549 0.0003748
   270/299      6.9G    0.0262   0.01464  0.009584   0.05042        34       640    0.7506    0.9385    0.9076    0.6723    0.0116  0.004546 0.0003725
   271/299      6.9G   0.02637   0.01494   0.01138    0.0527        45       640     0.752    0.9388    0.9078    0.6731   0.01159  0.004542 0.0003713
   272/299      6.9G    0.0257   0.01493   0.00955   0.05018        48       640    0.7525    0.9388    0.9077    0.6729   0.01158   0.00454 0.0003704
   273/299      6.9G   0.02626   0.01509  0.009273   0.05062        28       640    0.7529    0.9391    0.9079    0.6733   0.01157  0.004537 0.0003693
   274/299      6.9G   0.02617   0.01482  0.009159   0.05015        19       640     0.754    0.9406    0.9079    0.6735   0.01156  0.004534 0.0003681
   275/299      6.9G   0.02607     0.015  0.009266   0.05034        29       640     0.754    0.9404    0.9084    0.6735   0.01155   0.00453 0.0003667
   276/299      6.9G   0.02616   0.01487   0.00952   0.05055        31       640    0.7539      0.94    0.9084    0.6743   0.01154  0.004528 0.0003655
   277/299      6.9G   0.02602   0.01464  0.009546    0.0502        30       640    0.7555    0.9413    0.9084    0.6738   0.01153  0.004524 0.0003645
   278/299      6.9G   0.02669     0.015  0.009368   0.05107        40       640    0.7553    0.9413    0.9087    0.6743   0.01152  0.004521 0.0003628
   279/299      6.9G   0.02596   0.01482  0.008632   0.04942        38       640    0.7549    0.9413    0.9091    0.6742   0.01151  0.004518  0.000361
   280/299      6.9G    0.0262   0.01494  0.009183   0.05032        17       640    0.7536    0.9408     0.909    0.6735    0.0115  0.004515 0.0003595
   281/299      6.9G   0.02563   0.01453  0.008744   0.04891        46       640    0.7549     0.943    0.9098    0.6723   0.01149  0.004511 0.0003578
   282/299      6.9G   0.02595   0.01474   0.00942   0.05012        39       640    0.7556    0.9431    0.9101    0.6727   0.01148  0.004507 0.0003558
   283/299      6.9G   0.02589     0.015  0.009137   0.05003        39       640    0.7557     0.942    0.9105    0.6729   0.01148  0.004505 0.0003546
   284/299      6.9G   0.02575   0.01482   0.00898   0.04955        20       640    0.7555    0.9429    0.9104    0.6735   0.01147  0.004502 0.0003528
   285/299      6.9G   0.02595   0.01481  0.009116   0.04987        18       640    0.7555    0.9429    0.9105    0.6738   0.01147  0.004499 0.0003513
   286/299      6.9G   0.02594   0.01475  0.009219   0.04991        35       640    0.7558    0.9422    0.9106    0.6733   0.01146  0.004497 0.0003503
   287/299      6.9G    0.0258   0.01481  0.008922   0.04953        29       640    0.7544    0.9413    0.9109    0.6737   0.01145  0.004494 0.0003488
   288/299      6.9G   0.02601   0.01462  0.008702   0.04934        38       640    0.7552    0.9413    0.9111    0.6745   0.01144  0.004492 0.0003475
   289/299      6.9G   0.02548    0.0147  0.009236   0.04941        24       640    0.7536    0.9399    0.9113    0.6752   0.01143  0.004489 0.0003459
   290/299      6.9G    0.0257   0.01489  0.009353   0.04995        39       640    0.7541    0.9398    0.9117    0.6756   0.01143  0.004487 0.0003444
   291/299      6.9G   0.02581   0.01458  0.009362   0.04975        32       640    0.7554    0.9398    0.9119    0.6758   0.01142  0.004484 0.0003426
   292/299      6.9G   0.02555    0.0146  0.008864   0.04901        32       640     0.754    0.9399     0.912    0.6763   0.01142  0.004481  0.000341
   293/299      6.9G   0.02627   0.01473  0.009125   0.05013        33       640     0.754    0.9399    0.9121    0.6765   0.01141  0.004479 0.0003396
   294/299      6.9G    0.0255   0.01458  0.008461   0.04853        33       640    0.7543      0.94    0.9122    0.6765    0.0114  0.004476 0.0003378
   295/299      6.9G   0.02527   0.01454  0.007982   0.04779        29       640    0.7559    0.9404    0.9125    0.6767   0.01139  0.004474 0.0003362
   296/299      6.9G    0.0259   0.01451   0.00908   0.04949        26       640    0.7565    0.9402    0.9126    0.6765   0.01138  0.004472 0.0003347
   297/299      6.9G   0.02632   0.01466   0.00944   0.05041        43       640    0.7572    0.9399    0.9126    0.6766   0.01138   0.00447 0.0003331
   298/299      6.9G    0.0257   0.01452  0.008395   0.04861        39       640    0.7587    0.9399    0.9126    0.6769   0.01137  0.004467 0.0003317
   299/299      6.9G   0.02566   0.01427  0.008272    0.0482        38       640    0.7591    0.9398    0.9127    0.6771   0.01136  0.004465 0.0003305
